sample-1,,sample -2,,sample-3,,sample-4,
var,logFC,var,logFC,var,logFC,var,logFC
hsa-miR-6723-5p,-0.007367871,hsa-miR-6741-5p,-0.008388634,hsa-miR-4728-3p,0.015610769,hsa-miR-6886-3p,-0.01368859
hsa-miR-4499,0.014297709,hsa-miR-6771-3p,-0.005218504,hsa-miR-6775-3p,0.013767507,hsa-miR-598-5p,0.007612047
hsa-miR-15a-3p,-0.006335108,hsa-miR-628-5p,0.006368018,hsa-miR-4442,-0.044605782,hsa-miR-4440,-0.01315927
hsa-miR-3191-5p,-0.006257985,hsa-miR-3619-3p,-0.005324003,hsa-miR-2116-3p,0.023017271,hsa-miR-4697-3p,-0.007705416
hsa-miR-5194,-0.012005322,hsa-miR-6789-5p,0.04438943,hsa-miR-4746-3p,0.023395384,hsa-miR-4274,0.009968962
hsa-miR-6787-3p,-0.006776161,hsa-miR-6848-5p,-0.006507172,hsa-miR-4725-5p,0.024216779,hsa-miR-6723-5p,-0.007864009
hsa-miR-6867-5p,-0.01044564,hsa-miR-193a-3p,-0.007489115,hsa-miR-3685,-0.009493285,hsa-miR-3162-5p,-0.026204456
hsa-miR-3678-3p,0.006960968,hsa-miR-29c-3p,-0.044363239,hsa-miR-4800-5p,0.021051736,hsa-miR-6131,0.018188385
hsa-miR-6804-5p,-0.006563276,hsa-miR-1915-3p,0.027619643,hsa-miR-181b-5p,0.034706293,hsa-miR-548d-3p,-0.006421847
hsa-miR-5010-5p,-0.019173714,hsa-miR-1268a,0.020575651,hsa-miR-4689,-0.011084984,hsa-miR-1250-3p,-0.00876382
hsa-miR-345-5p,-0.007945949,hsa-miR-6510-5p,0.012334326,hsa-miR-129-1-3p,0.014377229,hsa-miR-6076,0.009866813
hsa-miR-1250-3p,-0.008078806,hsa-miR-6855-3p,0.007440328,hsa-miR-133b,0.011464798,hsa-miR-4728-5p,0.043037006
hsa-miR-1343-5p,-0.008031986,hsa-miR-3127-5p,-0.006640936,hsa-miR-1238-3p,0.02659694,hsa-miR-320b,-0.074361229
hsa-miR-487a-5p,-0.006333694,hsa-miR-1226-3p,0.005194106,hsa-miR-1539,0.023559743,hsa-miR-6503-3p,-0.00938232
hsa-miR-4669,0.014171429,hsa-miR-5581-3p,-0.004895131,hsa-miR-2277-3p,0.01039219,hsa-miR-6763-3p,0.010279617
hsa-miR-6881-5p,-0.007785369,hsa-miR-3666,0.005586666,hsa-miR-6790-3p,0.01328807,hsa-miR-490-5p,-0.007276232
hsa-miR-6745,-0.007793399,hsa-miR-3196,0.018613435,hsa-miR-328-3p,0.019181173,hsa-miR-6831-5p,0.009088817
hsa-miR-5588-3p,-0.006401252,hsa-miR-6129,0.007500353,hsa-miR-4260,-0.008567638,hsa-miR-6884-3p,-8.75E-03
hsa-miR-492,-0.006038044,hsa-miR-493-5p,0.008269479,hsa-miR-6763-3p,0.016966428,hsa-miR-18a-3p,-0.007270706
hsa-miR-6774-3p,-0.005707556,hsa-miR-7515,-0.00667268,hsa-miR-6069,0.024437651,hsa-miR-4423-5p,0.006201514
hsa-miR-1915-3p,-0.035272761,hsa-miR-8087,0.00482132,hsa-miR-1471,0.010299994,hsa-miR-6881-5p,-0.007946318
hsa-miR-144-5p,0.072129733,hsa-miR-4734,0.006201459,hsa-miR-199a-5p,0.014068245,hsa-miR-34a-5p,-0.009660804
hsa-miR-129-1-3p,-0.008339752,hsa-miR-4788,0.060165781,hsa-miR-6756-3p,0.013078411,hsa-miR-7704,-0.040769937
hsa-miR-1295a,-0.006042805,hsa-miR-1301-3p,0.006024795,hsa-miR-6737-3p,0.030743435,hsa-miR-32-3p,-0.018271046
hsa-miR-598-5p,0.006526023,hsa-let-7e-5p,0.045581475,hsa-miR-1908-3p,0.018969204,hsa-miR-3149,-0.020192411
hsa-miR-6751-5p,-0.006521451,hsa-miR-6083,0.004936751,hsa-miR-6889-3p,0.022467311,hsa-miR-4707-5p,0.007284107
hsa-miR-6835-3p,-0.006234328,hsa-miR-101-3p,-0.054243939,hsa-miR-150-3p,0.011603399,hsa-miR-5010-5p,-0.020149767
hsa-miR-6884-3p,-0.007560036,hsa-miR-642a-3p,0.028186882,hsa-miR-3195,0.016118131,hsa-miR-1234-3p,0.013737765
hsa-miR-6873-3p,-0.014273227,hsa-miR-520g-3p,-0.00492434,hsa-miR-6784-5p,-0.009331242,hsa-miR-3622a-3p,-0.0064051
hsa-miR-758-3p,-0.006422671,hsa-miR-142-3p,-0.067396047,hsa-miR-6766-3p,0.014844335,hsa-miR-6125,-0.054401204
hsa-miR-6821-5p,-0.024580203,hsa-miR-7974,0.00939092,hsa-miR-378f,-0.008650612,hsa-miR-3665,-0.046785812
hsa-miR-520e,0.005945676,hsa-miR-4753-3p,-0.00462424,hsa-miR-8072,0.021655332,hsa-miR-6738-5p,0.007258284
hsa-miR-1275,-0.027848483,hsa-miR-1914-5p,0.004781789,hsa-miR-6792-3p,0.013717402,hsa-miR-4494,0.006588107
hsa-miR-4710,0.007264233,hsa-miR-4641,-0.004772304,hsa-miR-6765-5p,0.010083052,hsa-miR-8485,-0.045988281
hsa-miR-16-2-3p,0.011295177,hsa-miR-6862-3p,0.004857327,hsa-miR-6856-3p,-0.008479069,hsa-miR-6875-5p,0.045794726
hsa-miR-3614-5p,-0.008651619,hsa-miR-6511b-5p,0.006514553,hsa-miR-6075,0.012766741,hsa-miR-921,0.011841773
hsa-miR-6891-5p,-0.014738607,hsa-miR-18a-5p,-0.016242602,hsa-miR-574-3p,0.056758334,hsa-let-7c-5p,-0.083048728
hsa-miR-3925-3p,-0.005697043,hsa-miR-8078,0.005290694,hsa-miR-3147,0.009873367,hsa-miR-3605-5p,-0.008308292
hsa-miR-4496,0.007757583,hsa-miR-142-5p,-0.015094847,hsa-miR-1260a,0.03207894,hsa-miR-1-5p,-0.006079515
hsa-miR-6825-3p,-0.005546572,hsa-miR-654-5p,0.005058621,hsa-miR-6877-5p,0.008970348,hsa-miR-3682-3p,-0.010853425
hsa-miR-4756-3p,0.005537133,hsa-miR-6756-5p,0.009424471,hsa-miR-6758-5p,0.009846797,hsa-miR-378c,-0.007504194
hsa-miR-197-5p,0.040437941,hsa-miR-6762-3p,-0.004560229,hsa-miR-4429,-0.009842857,hsa-miR-4793-3p,-0.010941742
hsa-miR-7702,0.005696204,hsa-miR-3665,0.034188543,hsa-miR-6851-3p,0.019802399,hsa-miR-320d,-0.070306193
hsa-miR-320d,-0.063148625,hsa-miR-4442,0.022625291,hsa-miR-3622a-5p,-0.00892388,hsa-miR-6734-5p,-0.016796805
hsa-miR-320a,-0.058682753,hsa-miR-3197,0.00582699,hsa-miR-4734,-0.009656756,hsa-miR-3610,0.010184053
hsa-miR-6792-3p,-0.008684113,hsa-miR-8072,0.012058361,hsa-miR-3935,-0.010256982,hsa-miR-3960,-0.038798442
hsa-miR-3659,0.006097054,hsa-miR-6893-3p,-0.004614831,hsa-miR-1236-3p,-0.008098523,hsa-miR-6793-5p,-0.007130284
hsa-let-7g-3p,-0.005925556,hsa-miR-6807-5p,-0.008889656,hsa-miR-6730-5p,0.009286951,hsa-miR-6825-5p,-0.006913915
hsa-miR-1301-3p,-0.007207915,hsa-miR-3200-5p,0.018799029,hsa-miR-3190-3p,-0.008660689,hsa-miR-4653-3p,0.022371489
hsa-miR-181a-5p,-0.061622192,hsa-miR-4286,0.009634485,hsa-miR-6848-3p,0.016992549,hsa-miR-3678-3p,0.007028613
hsa-miR-135a-3p,-0.013638359,hsa-miR-6776-5p,-0.004983922,hsa-miR-25-5p,-0.0100485,hsa-miR-6752-5p,0.008923556
hsa-miR-4689,-0.007198243,hsa-miR-194-3p,-0.004440776,hsa-miR-4498,0.010487267,hsa-miR-671-3p,-0.008071041
hsa-miR-2278,-0.008126213,hsa-miR-885-5p,-0.005619466,hsa-miR-4483,0.008936142,hsa-miR-7109-5p,-0.006228627
hsa-miR-7704,-0.03604185,hsa-miR-7847-3p,0.020588218,hsa-miR-3158-3p,0.01053095,hsa-miR-3127-5p,0.007888454
hsa-miR-6503-3p,-0.007552635,hsa-miR-1185-1-3p,0.007390942,hsa-miR-5008-5p,0.010727872,hsa-miR-1296-3p,-0.008993617
hsa-miR-4280,0.00655233,hsa-miR-1273d,-0.005528343,hsa-miR-3653-5p,-0.009165858,hsa-miR-99a-5p,0.010264279
hsa-miR-181b-5p,-0.021244423,hsa-miR-5100,0.034674018,hsa-miR-4484,0.015249577,hsa-miR-4785,0.006808769
hsa-miR-4740-5p,0.006345676,hsa-miR-15a-3p,0.00457489,hsa-miR-921,0.016221438,hsa-miR-6763-5p,-0.015294503
hsa-miR-320c,-0.056004044,hsa-miR-1469,0.00565021,hsa-miR-6873-3p,0.020347045,hsa-miR-4475,0.006231768
hsa-miR-6797-5p,0.007073047,hsa-miR-338-3p,0.005936594,hsa-miR-6750-3p,0.007861413,hsa-miR-6514-3p,-0.020794242
hsa-miR-1827,-0.022110945,hsa-miR-4468,-0.006585814,hsa-miR-6795-5p,0.0093538,hsa-miR-6797-5p,0.007697805
hsa-miR-451b,-0.033780571,hsa-miR-4758-5p,0.005880518,hsa-miR-3149,0.025777159,hsa-miR-4466,-0.02843134
hsa-miR-4740-3p,-0.005756916,hsa-miR-7106-5p,0.020497266,hsa-miR-4694-3p,-0.010912804,hsa-miR-4652-3p,0.009883981
hsa-miR-92a-3p,-0.068855718,hsa-miR-3617-5p,0.004567941,hsa-miR-6726-3p,-0.007963737,hsa-miR-877-5p,0.007651684
hsa-let-7i-5p,-0.085665255,hsa-miR-4485-5p,0.043269804,hsa-miR-6759-3p,0.012168718,hsa-miR-6866-3p,-0.005620572
hsa-miR-378d,-0.010605257,hsa-miR-937-5p,0.016204061,hsa-miR-7641,0.097571117,hsa-miR-6806-5p,0.006150326
hsa-miR-6856-3p,0.005444022,hsa-miR-3656,0.042650503,hsa-miR-6813-3p,0.018789325,hsa-miR-550a-3-5p,-0.050602775
hsa-miR-6788-5p,0.006454524,hsa-miR-610,0.005188749,hsa-miR-155-5p,0.052848915,hsa-miR-6737-5p,0.00735327
hsa-miR-4713-5p,0.005709745,hsa-miR-642b-5p,0.004422934,hsa-miR-548ai,0.015842244,hsa-miR-4787-5p,-0.030692315
hsa-miR-4750-5p,-0.006736694,hsa-miR-29b-3p,-0.029060353,hsa-miR-6739-5p,0.029237749,hsa-miR-6769a-5p,0.006137787
hsa-miR-1470,-0.008338512,hsa-miR-202-3p,0.005017984,hsa-miR-200c-3p,0.015169985,hsa-miR-4269,0.006490998
hsa-miR-6880-3p,0.008194903,hsa-miR-5096,0.00676145,hsa-miR-103b,0.008270738,hsa-miR-6796-5p,-0.006271189
hsa-miR-877-5p,0.006623025,hsa-miR-2861,0.030764769,hsa-miR-762,0.018690701,hsa-miR-6507-3p,-0.010701321
